2020-06-29T21:07:30.398Z, 1593464850398, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:25.906Z, 1593464905906, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:26.064Z, 1593464906064, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:26.215Z, 1593464906215, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:26.370Z, 1593464906370, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:26.527Z, 1593464906527, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:26.703Z, 1593464906703, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:26.860Z, 1593464906860, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:27.469Z, 1593464907469, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:27.781Z, 1593464907781, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:27.944Z, 1593464907944, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:28.091Z, 1593464908091, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:28.430Z, 1593464908430, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:28.588Z, 1593464908588, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:29.057Z, 1593464909057, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:29.211Z, 1593464909211, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:29.366Z, 1593464909366, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:29.520Z, 1593464909520, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:29.677Z, 1593464909677, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:29.840Z, 1593464909840, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:29.990Z, 1593464909990, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:30.300Z, 1593464910300, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:30.458Z, 1593464910458, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:30.616Z, 1593464910616, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:30.767Z, 1593464910767, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:30.926Z, 1593464910926, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:31.077Z, 1593464911077, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:31.240Z, 1593464911240, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:31.399Z, 1593464911399, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:31.559Z, 1593464911559, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:31.715Z, 1593464911715, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:31.869Z, 1593464911869, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:32.037Z, 1593464912037, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:32.194Z, 1593464912194, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:32.351Z, 1593464912351, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:32.510Z, 1593464912510, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:32.654Z, 1593464912654, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:32.819Z, 1593464912819, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:33.122Z, 1593464913122, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:33.276Z, 1593464913276, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:33.444Z, 1593464913444, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:33.593Z, 1593464913593, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:33.756Z, 1593464913756, ea:39:da:f1:99:98, pr-3fe7, -65
2020-06-29T21:08:33.918Z, 1593464913918, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:34.066Z, 1593464914066, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:34.228Z, 1593464914228, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:34.393Z, 1593464914393, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:34.545Z, 1593464914545, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:34.709Z, 1593464914709, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:34.868Z, 1593464914868, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:35.020Z, 1593464915020, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:35.176Z, 1593464915176, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:35.335Z, 1593464915335, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:35.642Z, 1593464915642, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:35.798Z, 1593464915798, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:35.966Z, 1593464915966, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:36.122Z, 1593464916122, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:36.289Z, 1593464916289, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:36.446Z, 1593464916446, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:36.600Z, 1593464916600, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:36.757Z, 1593464916757, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:36.916Z, 1593464916916, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:37.386Z, 1593464917386, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:37.543Z, 1593464917543, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:37.712Z, 1593464917712, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:38.008Z, 1593464918008, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:38.180Z, 1593464918180, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:38.434Z, 1593464918434, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:38.576Z, 1593464918576, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:38.652Z, 1593464918652, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:38.812Z, 1593464918812, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:38.970Z, 1593464918970, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:39.123Z, 1593464919123, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:39.444Z, 1593464919444, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:39.598Z, 1593464919598, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:39.753Z, 1593464919753, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:39.912Z, 1593464919912, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:40.077Z, 1593464920077, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:40.242Z, 1593464920242, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:40.390Z, 1593464920390, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:40.553Z, 1593464920553, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:40.702Z, 1593464920702, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:40.858Z, 1593464920858, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:41.011Z, 1593464921011, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:41.168Z, 1593464921168, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:41.345Z, 1593464921345, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:41.501Z, 1593464921501, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:41.793Z, 1593464921793, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:41.947Z, 1593464921947, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:42.105Z, 1593464922105, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:42.259Z, 1593464922259, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:42.421Z, 1593464922421, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:42.582Z, 1593464922582, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:42.734Z, 1593464922734, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:43.202Z, 1593464923202, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:43.364Z, 1593464923364, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:43.528Z, 1593464923528, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:43.678Z, 1593464923678, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:43.853Z, 1593464923853, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:43.997Z, 1593464923997, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:44.157Z, 1593464924157, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:44.477Z, 1593464924477, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:44.632Z, 1593464924632, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:44.795Z, 1593464924795, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:45.103Z, 1593464925103, ea:39:da:f1:99:98, pr-3fe7, -60
2020-06-29T21:08:45.262Z, 1593464925262, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:45.582Z, 1593464925582, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:45.738Z, 1593464925738, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:46.060Z, 1593464926060, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:46.212Z, 1593464926212, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:46.369Z, 1593464926369, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:46.690Z, 1593464926690, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:46.845Z, 1593464926845, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:47.001Z, 1593464927001, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:47.312Z, 1593464927312, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:47.628Z, 1593464927628, ea:39:da:f1:99:98, pr-3fe7, -66
2020-06-29T21:08:47.954Z, 1593464927954, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:48.109Z, 1593464928109, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:48.261Z, 1593464928261, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:48.423Z, 1593464928423, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:48.575Z, 1593464928575, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:48.736Z, 1593464928736, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:48.897Z, 1593464928897, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:49.207Z, 1593464929207, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:49.365Z, 1593464929365, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:50.006Z, 1593464930006, ea:39:da:f1:99:98, pr-3fe7, -63
2020-06-29T21:08:50.164Z, 1593464930164, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:50.302Z, 1593464930302, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:50.614Z, 1593464930614, ea:39:da:f1:99:98, pr-3fe7, -61
2020-06-29T21:08:50.783Z, 1593464930783, ea:39:da:f1:99:98, pr-3fe7, -67
2020-06-29T21:08:50.931Z, 1593464930931, ea:39:da:f1:99:98, pr-3fe7, -68
2020-06-29T21:08:51.090Z, 1593464931090, ea:39:da:f1:99:98, pr-3fe7, -64
2020-06-29T21:08:51.250Z, 1593464931250, ea:39:da:f1:99:98, pr-3fe7, -62
2020-06-29T21:08:51.564Z, 1593464931564, ea:39:da:f1:99:98, pr-3fe7, -69
